3,-65,34,55.3992640534207,3
4,-65,37,1.5350203567459388,3
11,-63,35,20.20209554332982,2
15,-62,28,95.14153864415367,1
16,-62,31,85.81388628233226,1
21,-61,38,99.2991880080668,4
22,-61,39,70.00677660579788,2
35,-58,29,87.29971724789768,2
46,-54,35,88.65214705958333,3
62,-47,29,71.07087533398956,2
63,-47,38,43.44297280105567,3
66,-46,32,91.3106839032322,2
73,-44,30,86.92611734862567,3
74,-43,38,14.490601213641538,4
88,-37,35,77.44755618376252,3
92,-33,37,27.595474031596474,4
95,-32,38,77.03590070033917,4
97,-31,34,37.553115303052124,1
103,-29,38,12.62118686655444,2
